Country,Unique.Line.ID,Comment
UK,J16UK10765-15.2,Cost effective.  Value for money. 
UK,J16UK11581-8.1,This is the best 3D vendor on the market A bit expensive
China,CNE0448.1,"Product quality is reliable and data is accurate. For example, a patient did cardiovascular imaging in other hospital several weeks ago but it was not clear enough, later he did it again in our hospital, this time it was much clearer, so it's trustworthy by patient. "
USA,J16US15218-6.1,"High end technology,excellent images, good data retrieval expensive to maintain"
Japan,J16JP12223-1.2,"I do not really remember, but I think the image quality was not bad, and I was satisfied with handling of the X-ray tube. 0"
Japan,J16JP11508-6.1,It can be used for a wide variety of disorders. The support service is good. They respond quickly when something goes wrong. The equipment maintenance service is good. 0
Japan,J16JP11970-2.1,Image quality is good and they were one of the first companies to work on reducing the exposure dose.It rarely breaks down and the quality of the maintenance service is high. ?
China,CNB0023.2,"machine operates smoothly with a fast speed, operation is convenient. quality is good and it's durable. After-sales services are good too. "
UK,J16UK12255-6.2,"Clinical support, prices, service, conferences, meetings, training.  "
Japan,J16JP12134-5.2,I think there was no particular problem using it. Images were nice and clear. I don't remember.
Germany,J16DE10679-9.1,Good image quality. High repair costs.
Germany,J16DE10493-15.1,Good service. Poor quality.
USA,J16US17087-27.1,good commuynication and service durabiulity none
Brazil,BZB73.2,"The quality of the service needs to be improved I think, I don't have problem with the product "
UK,J16UK10034-16.1,"Simple instruction to use. More expensive, and serviced frequently."
USA,J16US10078-15.1,Great image quality Plates have short battery life
France,J16FR10870-16.2,"Design is particularly successful, good modularity. "
Germany,J16DE10045-5.1,"Simple, reliable, low radiation dose. "
China,CNA0020.1,This company provides timely after-sales service. The machine comes with powerful software functions. keyboard and mouse sometimes have small problems. 
Germany,J16DE13218-6.2,None Difficult to use.  Everything is written in English.
USA,J16US13462-3.2,Excellent customer service 
Japan,J16JP12260-3.2,"Scanning is easy and the image quality is not bad either. It is expensive, and they are slow to provide maintenance and inspections. Their service response is somewhat slow."
China,CND0207.1,The quality is good and the performance is stable. The operation is convenient and the interface design is user-friendly. The cost performance is very high and the after-sales service is very good. 
China,CND0191.1,It has been a while but to view the big blood vessel is still fine but when viewing the finer peripheral vascular is not so clear. The service is not proactive enough and it is quite inconvenient to look for some components.  
Germany,J16DE11170-9.2,We don't currently have a Siemens device in use. We currently have no Siemens devices in use.
China,CNB0124.1,The images are not clear and the imaging works average. it often has problems and performance is not stable. Software facility is rather dated and needs to be retired. 
Brazil,BZA0036.2,"I like the function of this cardiovascular X-ray machine, which makes the work very easy and fast. "
USA,J16US17297-25.1,Easy to use incorporates in to out Cath lab equepment 
USA,J16US14252-27.1,Durable and reliable product Service response timess sometimes less than optimal
Japan,J16JP10851-9.2,"In terms of the weight and the size, it is designed to be quite portable. ?"
France,J16FR11565-16.1,"Good quality machine, low level of exposure for the patient. Perfect after-sale-service.  Competent application engineers. Good R&D. "
USA,J16US11379-4.1,"Excellent image quality, easy to use software "
China,CNE0662.3,"It is reliable while in use and has low maintenance rate. It has advanced imaging technology CT perfusion, is CT functional imaging, perfusion software can provide images and quantitative blood flow perfusion parameters, including: BV Blood volume, BF blood flow, TTP peak time, PEI tissue increase value, MTT average transit time parameters, etc. Used to diagnose the hyper-acute cerebral infarction, perfusion evaluation of organ transplantation, applicable to the brain, liver, pancreas, kidney, tumors, etc. "
India,IND00100.3,the system is good enough to provide quality results they are robust enough. there is no operating complexity or radiation dose issues. 
China,CNB0029.3,"image effects are rough and contrast is not clear enough so the images are not very clear to read, and it has problems from time to time, which is really affecting usage. "
India,INF025.2,Philips MRI machine is very good in all features and it provide good workflow and patient comfortness. Reconstruction time is less. 
France,J16FR10046-8.1,Support of installation Less performing but no battery utilization
USA,J16US10051-2.1,Good tech and service Expensive
Japan,J16JP11441-5.1,"0 The performance of the new equipment we purchased was poor. Compared to older models, the image quality of new models is poor, the equipment is large, and operability is worse. The manufacturer's representative does not provide appropriate explanations."
Brazil,BZB73.1,"Great absolutely fantastic product,. Fast, precise, reliable, and the images are simply fantastic "
China,CND0356.3,The instrument is quite old. It takes quite a while to respond. The amount of radiation is big. Being exposed in the x-ray when operating it is not good for one's health. The image quality is not that good. The after-sales service can come over and solve the problem. We don't ask them to come here for small problems and sometimes just restart the instrument everything is fine. 
USA,J16US13097-8.2,Good service No specifice negatives
Germany,J16DE10084-5.1,"More practical to use in the OP, good connection to the Pacs System. "
Brazil,BZC426.2,Provide information in real time and reducing the waiting time for the patient. 
France,J16FR10014-8.2,None Technicians not very efficient with long repairs.
